Age,Education,Sex,Group_ID
22, Some-college, Male,2832
39, Some-college, Male,2832
38, Some-college, Male,2832
42, HS-grad, Female,2832
32, Bachelors, Male,2832
40, HS-grad, Female,2833
22, HS-grad, Female,2833
29, HS-grad, Female,2833
18, 11th, Female,2833
32, Some-college, Female,2833
31, 11th, Male,2834
37, Bachelors, Female,2834
34, 12th, Female,2834
31, HS-grad, Male,2834
30, HS-grad, Male,2834
17, 10th, Female,2835
28, HS-grad, Female,2835
31, HS-grad, Male,2835
32, HS-grad, Male,2835
46, Some-college, Male,2835
35, Masters, Male,2836
22, Bachelors, Female,2836
20, Some-college, Male,2836
20, Some-college, Male,2836
36, Some-college, Male,2836
34, 9th, Male,2837
51, Masters, Male,2837
23, HS-grad, Male,2837
17, 10th, Male,2837
36, Doctorate, Male,2837
48, HS-grad, Male,2838
33, Bachelors, Male,2838
41, 11th, Male,2838
55, Masters, Male,2838
25, Some-college, Female,2838
52, Some-college, Male,2839
47, HS-grad, Male,2839
36, Bachelors, Male,2839
35, Prof-school, Male,2839
21, HS-grad, Female,2839
43, Bachelors, Female,2840
46, Some-college, Female,2840
36, HS-grad, Male,2840
23, Assoc-acdm, Female,2840
32, HS-grad, Male,2840
40, Assoc-voc, Female,2841
42, Doctorate, Male,2841
18, Some-college, Female,2841
18, HS-grad, Female,2841
41, HS-grad, Male,2841
52, Masters, Female,2842
26, HS-grad, Male,2842
57, 9th, Male,2842
18, HS-grad, Female,2842
31, Bachelors, Male,2842
27, Bachelors, Male,2843
35, HS-grad, Male,2843
42, HS-grad, Male,2843
42, Some-college, Female,2843
69, Masters, Female,2843
25, 11th, Male,2844
18, Some-college, Male,2844
47, HS-grad, Male,2844
28, Bachelors, Male,2844
24, Assoc-acdm, Male,2844
22, Some-college, Female,2845
41, HS-grad, Male,2845
21, HS-grad, Male,2845
51, Some-college, Male,2845
35, HS-grad, Male,2845
58, Bachelors, Male,2846
43, Some-college, Male,2846
20, Some-college, Female,2846
49, Doctorate, Female,2846
47, Bachelors, Male,2846
33, HS-grad, Male,2847
51, Assoc-acdm, Female,2847
43, HS-grad, Female,2847
22, Bachelors, Female,2847
34, Some-college, Male,2847
43, HS-grad, Female,2848
42, Bachelors, Male,2848
36, 11th, Female,2848
19, 9th, Male,2848
19, Some-college, Female,2848
26, Some-college, Male,2849
38, HS-grad, Male,2849
60, Some-college, Male,2849
23, 9th, Male,2849
22, Some-college, Male,2849
41, 7th-8th, Male,2850
20, HS-grad, Female,2850
35, Assoc-voc, Male,2850
28, 11th, Male,2850
53, HS-grad, Male,2850
36, Assoc-voc, Female,2851
52, HS-grad, Female,2851
43, Bachelors, Female,2851
23, Bachelors, Male,2851
39, HS-grad, Female,2851
32, Prof-school, Male,2852
32, 10th, Male,2852
22, Bachelors, Male,2852
26, Bachelors, Male,2852
36, Masters, Male,2852
32, HS-grad, Male,2853
30, Some-college, Male,2853
39, Bachelors, Male,2853
81, 5th-6th, Female,2853
29, HS-grad, Male,2853
65, Assoc-acdm, Female,2854
50, 5th-6th, Male,2854
44, Bachelors, Male,2854
30, Bachelors, Female,2854
55, Bachelors, Male,2854
60, Some-college, Female,2855
44, Bachelors, Female,2855
51, 7th-8th, Female,2855
38, Some-college, Female,2855
29, Some-college, Male,2855
25, HS-grad, Male,2856
45, Masters, Female,2856
27, Bachelors, Female,2856
57, Some-college, Male,2856
31, HS-grad, Male,2856
49, HS-grad, Male,2857
26, Assoc-acdm, Female,2857
34, HS-grad, Male,2857
55, HS-grad, Male,2857
33, Assoc-voc, Female,2857
19, Some-college, Female,2858
21, Some-college, Male,2858
22, Some-college, Male,2858
19, HS-grad, Male,2858
35, Assoc-voc, Male,2858
35, Bachelors, Male,2859
55, Bachelors, Male,2859
37, Some-college, Male,2859
64, Some-college, Male,2859
46, Bachelors, Female,2859
23, HS-grad, Male,2860
26, Bachelors, Male,2860
26, 5th-6th, Female,2860
20, Some-college, Female,2860
88, 11th, Male,2860
42, Bachelors, Male,2861
50, 7th-8th, Male,2861
48, Some-college, Male,2861
40, HS-grad, Female,2861
47, 11th, Male,2861
32, Bachelors, Male,2862
39, Bachelors, Male,2862
38, Some-college, Male,2862
25, Bachelors, Male,2862
44, Masters, Male,2862
41, Some-college, Female,2863
28, HS-grad, Female,2863
31, HS-grad, Female,2863
57, Doctorate, Male,2863
20, Some-college, Male,2863
36, Some-college, Female,2864
53, Assoc-acdm, Male,2864
71, 7th-8th, Male,2864
39, Some-college, Female,2864
34, Some-college, Male,2864
49, Bachelors, Male,2865
54, Some-college, Male,2865
37, Some-college, Female,2865
43, HS-grad, Female,2865
30, Bachelors, Male,2865
47, HS-grad, Female,2866
43, Bachelors, Male,2866
48, HS-grad, Female,2866
35, Some-college, Female,2866
24, HS-grad, Male,2866
23, HS-grad, Male,2867
38, Bachelors, Male,2867
21, Some-college, Female,2867
27, Bachelors, Male,2867
37, 10th, Male,2867
61, Assoc-acdm, Female,2868
43, Bachelors, Male,2868
52, Bachelors, Male,2868
56, HS-grad, Male,2868
27, Some-college, Female,2868
39, Some-college, Female,2869
47, HS-grad, Male,2869
23, Bachelors, Male,2869
40, HS-grad, Female,2869
33, HS-grad, Male,2869
50, Some-college, Male,2870
44, Some-college, Male,2870
42, HS-grad, Male,2870
49, Bachelors, Male,2870
43, Prof-school, Female,2870
41, HS-grad, Male,2871
21, Some-college, Male,2871
29, Bachelors, Female,2871
38, HS-grad, Male,2871
25, Bachelors, Female,2871
75, 10th, Female,2872
52, 7th-8th, Male,2872
33, Bachelors, Male,2872
25, HS-grad, Male,2872
17, 11th, Female,2872
36, Some-college, Male,2873
52, HS-grad, Male,2873
22, Bachelors, Female,2873
48, Masters, Male,2873
54, Assoc-acdm, Male,2873
27, Bachelors, Male,2874
38, Some-college, Female,2874
44, Bachelors, Female,2874
38, HS-grad, Male,2874
29, HS-grad, Female,2874
63, HS-grad, Male,2875
51, 7th-8th, Male,2875
22, Some-college, Male,2875
17, 11th, Female,2875
39, Some-college, Male,2875
30, Bachelors, Male,2876
52, Bachelors, Male,2876
24, 9th, Male,2876
72, Some-college, Male,2876
43, Bachelors, Male,2876
71, HS-grad, Female,2877
39, HS-grad, Male,2877
51, Masters, Male,2877
43, Some-college, Male,2877
39, HS-grad, Male,2877
30, HS-grad, Female,2878
19, Some-college, Female,2878
52, HS-grad, Male,2878
60, 9th, Male,2878
30, Bachelors, Male,2878
60, HS-grad, Female,2879
40, Bachelors, Female,2879
49, Some-college, Female,2879
31, Some-college, Male,2879
23, Some-college, Female,2879
34, HS-grad, Male,2880
27, Bachelors, Female,2880
35, Bachelors, Male,2880
19, HS-grad, Female,2880
32, HS-grad, Female,2880
17, 11th, Female,2881
17, 12th, Female,2881
38, HS-grad, Female,2881
29, 11th, Male,2881
35, Some-college, Male,2881
43, Prof-school, Male,2882
40, HS-grad, Male,2882
43, Masters, Female,2882
50, HS-grad, Female,2882
29, HS-grad, Male,2882
48, Masters, Female,2883
59, Assoc-voc, Male,2883
22, Some-college, Male,2883
51, Bachelors, Male,2883
29, Bachelors, Male,2883
41, Prof-school, Male,2884
47, Assoc-voc, Male,2884
31, HS-grad, Male,2884
32, HS-grad, Female,2884
28, HS-grad, Female,2884
45, Some-college, Male,2885
24, HS-grad, Male,2885
60, Masters, Female,2885
58, HS-grad, Male,2885
37, Assoc-voc, Female,2885
19, Some-college, Male,2886
35, Some-college, Male,2886
44, Bachelors, Male,2886
46, Some-college, Female,2886
47, HS-grad, Female,2886
19, Some-college, Male,2887
80, Bachelors, Female,2887
39, 7th-8th, Male,2887
43, Some-college, Male,2887
28, Bachelors, Male,2887
35, Some-college, Male,2888
30, Bachelors, Female,2888
21, Some-college, Male,2888
26, Bachelors, Female,2888
41, Some-college, Male,2888
23, Some-college, Male,2889
48, Bachelors, Male,2889
46, Some-college, Male,2889
44, HS-grad, Male,2889
56, HS-grad, Male,2889
27, Prof-school, Male,2890
57, Bachelors, Male,2890
60, HS-grad, Male,2890
60, 10th, Male,2890
30, HS-grad, Male,2890
40, Doctorate, Male,2891
58, HS-grad, Male,2891
31, Bachelors, Male,2891
44, Bachelors, Male,2891
46, HS-grad, Male,2891
33, HS-grad, Male,2892
37, HS-grad, Male,2892
21, Assoc-acdm, Female,2892
17, 11th, Female,2892
47, Masters, Female,2892
39, Bachelors, Male,2893
32, 9th, Male,2893
24, 10th, Male,2893
30, HS-grad, Female,2893
24, Some-college, Female,2893
40, HS-grad, Female,2894
28, Masters, Male,2894
25, 12th, Male,2894
30, Some-college, Male,2894
47, Prof-school, Male,2894
37, Masters, Male,2895
61, 10th, Male,2895
23, Some-college, Female,2895
30, Assoc-voc, Male,2895
48, HS-grad, Male,2895
30, HS-grad, Female,2896
56, HS-grad, Male,2896
41, Assoc-voc, Male,2896
49, Bachelors, Male,2896
56, HS-grad, Male,2896
48, Some-college, Male,2897
37, Doctorate, Male,2897
21, Some-college, Male,2897
33, Masters, Male,2897
60, HS-grad, Male,2897
41, HS-grad, Female,2898
33, 12th, Female,2898
31, HS-grad, Male,2898
34, Masters, Female,2898
31, HS-grad, Female,2898
21, Some-college, Female,2899
65, Masters, Male,2899
25, Some-college, Female,2899
30, HS-grad, Male,2899
24, Some-college, Female,2899
61, 11th, Female,2900
29, Some-college, Female,2900
22, Some-college, Male,2900
30, Some-college, Male,2900
52, HS-grad, Female,2900
28, HS-grad, Female,2901
48, HS-grad, Male,2901
60, Some-college, Male,2901
38, Masters, Female,2901
22, Some-college, Female,2901
21, HS-grad, Female,2902
32, Bachelors, Female,2902
38, Assoc-voc, Female,2902
60, Some-college, Male,2902
24, Some-college, Male,2902
41, Masters, Female,2903
59, HS-grad, Female,2903
52, Prof-school, Male,2903
50, Bachelors, Male,2903
28, HS-grad, Female,2903
30, Bachelors, Male,2904
43, HS-grad, Female,2904
24, HS-grad, Male,2904
45, Masters, Male,2904
26, HS-grad, Male,2904
41, Masters, Male,2905
43, Some-college, Male,2905
23, Bachelors, Male,2905
31, 10th, Female,2905
55, HS-grad, Male,2905
18, 10th, Female,2906
36, 12th, Male,2906
47, 7th-8th, Male,2906
22, Some-college, Male,2906
18, 11th, Female,2906
24, HS-grad, Male,2907
55, HS-grad, Male,2907
22, Bachelors, Male,2907
42, 11th, Female,2907
42, Assoc-voc, Male,2907
27, Bachelors, Male,2908
51, Some-college, Male,2908
40, HS-grad, Male,2908
49, HS-grad, Male,2908
33, HS-grad, Male,2908
30, Bachelors, Male,2909
23, Bachelors, Female,2909
28, Doctorate, Male,2909
43, HS-grad, Male,2909
37, 7th-8th, Female,2909
33, HS-grad, Male,2910
32, Doctorate, Male,2910
20, Some-college, Male,2910
42, Some-college, Male,2910
22, HS-grad, Male,2910
26, HS-grad, Male,2911
32, HS-grad, Male,2911
67, HS-grad, Male,2911
51, Some-college, Female,2911
18, 11th, Male,2911
33, HS-grad, Female,2912
57, Bachelors, Male,2912
24, Some-college, Male,2912
29, HS-grad, Male,2912
42, Bachelors, Male,2912
47, HS-grad, Male,2913
74, Assoc-voc, Male,2913
34, Bachelors, Female,2913
27, 10th, Female,2913
28, HS-grad, Female,2913
17, HS-grad, Male,2914
24, 11th, Male,2914
40, Assoc-acdm, Male,2914
81, Some-college, Male,2914
47, Some-college, Male,2914
29, 10th, Male,2915
24, Some-college, Female,2915
31, Bachelors, Male,2915
22, Some-college, Male,2915
38, HS-grad, Male,2915
37, HS-grad, Male,2916
35, Some-college, Female,2916
23, HS-grad, Male,2916
22, HS-grad, Female,2916
53, HS-grad, Male,2916
40, Some-college, Male,2917
68, Assoc-acdm, Male,2917
19, Some-college, Male,2917
28, 7th-8th, Male,2917
45, 12th, Male,2917
57, HS-grad, Female,2918
51, Masters, Female,2918
68, Bachelors, Male,2918
39, HS-grad, Male,2918
45, HS-grad, Male,2918
45, Masters, Male,2919
80, HS-grad, Male,2919
55, Masters, Male,2919
23, Some-college, Female,2919
45, Some-college, Female,2919
39, Bachelors, Female,2920
45, HS-grad, Male,2920
34, HS-grad, Male,2920
42, HS-grad, Male,2920
21, Some-college, Female,2920
35, Some-college, Female,2921
24, Bachelors, Male,2921
39, HS-grad, Female,2921
17, 12th, Female,2921
52, Some-college, Male,2921
49, HS-grad, Female,2922
31, Bachelors, Male,2922
48, Bachelors, Male,2922
30, Some-college, Male,2922
38, Some-college, Male,2922
32, Bachelors, Male,2923
24, HS-grad, Male,2923
47, 12th, Female,2923
56, 7th-8th, Male,2923
59, 11th, Male,2923
39, Some-college, Male,2924
22, Some-college, Female,2924
17, 10th, Female,2924
66, 10th, Male,2924
39, Some-college, Female,2924
18, Some-college, Female,2925
55, 5th-6th, Male,2925
26, Bachelors, Male,2925
64, HS-grad, Female,2925
48, Doctorate, Male,2925
51, HS-grad, Male,2926
61, Bachelors, Female,2926
22, Some-college, Male,2926
19, Some-college, Male,2926
44, Assoc-voc, Male,2926
47, Some-college, Female,2927
29, Assoc-acdm, Male,2927
39, HS-grad, Male,2927
37, HS-grad, Female,2927
21, Some-college, Female,2927
34, HS-grad, Female,2928
56, Some-college, Male,2928
31, Some-college, Male,2928
31, HS-grad, Male,2928
28, HS-grad, Female,2928
47, Bachelors, Male,2929
56, Some-college, Female,2929
30, Bachelors, Female,2929
42, Masters, Male,2929
33, HS-grad, Male,2929
57, HS-grad, Male,2930
40, HS-grad, Male,2930
41, Bachelors, Male,2930
42, HS-grad, Male,2930
49, Some-college, Male,2930
24, Bachelors, Female,2931
30, HS-grad, Female,2931
30, Bachelors, Female,2931
31, Bachelors, Female,2931
25, Bachelors, Male,2931
47, 1st-4th, Male,2932
58, HS-grad, Female,2932
37, Assoc-acdm, Male,2932
25, Some-college, Male,2932
31, Some-college, Female,2932
46, Bachelors, Male,2933
20, Some-college, Female,2933
31, Bachelors, Male,2933
63, 12th, Female,2933
19, HS-grad, Male,2933
20, Some-college, Male,2934
54, HS-grad, Male,2934
17, 10th, Female,2934
40, HS-grad, Female,2934
20, Some-college, Female,2934
27, Bachelors, Female,2935
41, Some-college, Male,2935
32, Bachelors, Male,2935
35, Some-college, Male,2935
24, HS-grad, Female,2935
42, HS-grad, Male,2936
65, 5th-6th, Female,2936
47, HS-grad, Male,2936
41, Masters, Male,2936
28, HS-grad, Male,2936
20, Some-college, Female,2937
22, Some-college, Male,2937
23, Some-college, Male,2937
28, Some-college, Male,2937
59, HS-grad, Female,2937
59, 10th, Female,2938
46, HS-grad, Male,2938
23, HS-grad, Male,2938
47, Masters, Male,2938
24, Assoc-voc, Female,2938
37, Bachelors, Male,2939
49, HS-grad, Male,2939
48, Masters, Female,2939
57, Bachelors, Female,2939
24, HS-grad, Male,2939
40, 7th-8th, Male,2940
25, HS-grad, Female,2940
64, HS-grad, Male,2940
44, Some-college, Male,2940
45, HS-grad, Male,2940
24, 12th, Male,2941
42, Assoc-acdm, Female,2941
27, HS-grad, Male,2941
54, HS-grad, Male,2941
50, Some-college, Male,2941
19, Some-college, Female,2942
27, HS-grad, Female,2942
35, Some-college, Female,2942
39, Doctorate, Male,2942
21, HS-grad, Male,2942
19, Some-college, Female,2943
39, HS-grad, Female,2943
39, Some-college, Male,2943
27, Bachelors, Male,2943
28, HS-grad, Male,2943
39, Some-college, Male,2944
62, 10th, Male,2944
59, Assoc-voc, Male,2944
29, HS-grad, Male,2944
31, HS-grad, Male,2944
38, Some-college, Male,2945
22, Some-college, Male,2945
38, Assoc-acdm, Female,2945
48, Some-college, Female,2945
71, 11th, Male,2945
39, HS-grad, Male,2946
36, 11th, Male,2946
47, HS-grad, Male,2946
22, Some-college, Male,2946
41, Masters, Female,2946
43, HS-grad, Female,2947
20, 12th, Male,2947
23, HS-grad, Male,2947
35, Some-college, Male,2947
44, Bachelors, Male,2947
48, Masters, Female,2948
43, Bachelors, Male,2948
62, HS-grad, Male,2948
39, Bachelors, Male,2948
44, HS-grad, Male,2948
81, Bachelors, Male,2949
44, Some-college, Male,2949
37, HS-grad, Male,2949
54, HS-grad, Male,2949
24, HS-grad, Male,2949
27, Bachelors, Male,2950
31, HS-grad, Female,2950
20, Some-college, Male,2950
30, Bachelors, Male,2950
56, HS-grad, Male,2950
46, Assoc-acdm, Female,2951
34, Some-college, Female,2951
25, Some-college, Male,2951
34, Bachelors, Male,2951
43, Some-college, Female,2951
46, Masters, Male,2952
32, Some-college, Male,2952
25, Some-college, Female,2952
33, 11th, Female,2952
31, Some-college, Male,2952
66, 10th, Male,2953
26, Some-college, Male,2953
37, Assoc-voc, Male,2953
73, HS-grad, Male,2953
30, HS-grad, Male,2953
31, HS-grad, Female,2954
44, Masters, Male,2954
23, Some-college, Female,2954
35, Some-college, Male,2954
48, 10th, Male,2954
53, Bachelors, Female,2955
62, Bachelors, Male,2955
44, HS-grad, Male,2955
21, Some-college, Male,2955
22, Some-college, Male,2955
35, Masters, Male,2956
61, Bachelors, Female,2956
33, HS-grad, Male,2956
29, Assoc-acdm, Female,2956
78, HS-grad, Male,2956
21, HS-grad, Female,2957
23, Some-college, Female,2957
21, Assoc-acdm, Female,2957
30, Bachelors, Male,2957
76, HS-grad, Female,2957
51, HS-grad, Male,2958
30, HS-grad, Male,2958
36, 11th, Female,2958
20, 11th, Female,2958
73, Bachelors, Female,2958
38, Bachelors, Female,2959
71, HS-grad, Male,2959
36, Some-college, Female,2959
26, HS-grad, Female,2959
52, 10th, Female,2959
50, 5th-6th, Female,2960
66, 7th-8th, Female,2960
32, Bachelors, Male,2960
42, Assoc-voc, Male,2960
56, 7th-8th, Female,2960
59, Some-college, Female,2961
37, Bachelors, Male,2961
49, HS-grad, Female,2961
60, Bachelors, Female,2961
46, HS-grad, Female,2961
42, HS-grad, Male,2962
44, HS-grad, Female,2962
31, HS-grad, Male,2962
30, Some-college, Male,2962
35, Bachelors, Male,2962
17, 11th, Female,2963
22, 7th-8th, Male,2963
22, Some-college, Female,2963
28, Assoc-acdm, Male,2963
35, Some-college, Male,2963
49, 7th-8th, Male,2964
38, HS-grad, Male,2964
49, Bachelors, Male,2964
42, Bachelors, Male,2964
53, HS-grad, Male,2964
59, 9th, Male,2965
18, HS-grad, Male,2965
39, Masters, Female,2965
26, HS-grad, Male,2965
24, Some-college, Female,2965
45, Masters, Female,2966
34, Prof-school, Male,2966
27, HS-grad, Female,2966
48, Some-college, Female,2966
20, Some-college, Male,2966
49, Masters, Male,2967
26, HS-grad, Female,2967
38, Bachelors, Male,2967
27, HS-grad, Female,2967
21, Some-college, Female,2967
40, Bachelors, Male,2968
47, 7th-8th, Male,2968
24, HS-grad, Female,2968
43, HS-grad, Male,2968
44, Some-college, Male,2968
56, 9th, Female,2969
53, Bachelors, Male,2969
36, HS-grad, Male,2969
56, 12th, Male,2969
26, Assoc-voc, Female,2969
31, Assoc-voc, Male,2970
19, Some-college, Female,2970
26, HS-grad, Male,2970
40, Some-college, Male,2970
21, Some-college, Female,2970
35, Assoc-voc, Male,2971
33, 9th, Male,2971
59, HS-grad, Female,2971
49, HS-grad, Female,2971
54, Some-college, Male,2971
23, Some-college, Male,2972
61, Masters, Male,2972
33, HS-grad, Male,2972
36, Bachelors, Male,2972
57, HS-grad, Male,2972
22, HS-grad, Male,2973
47, Masters, Female,2973
23, Some-college, Female,2973
46, HS-grad, Female,2973
49, Bachelors, Male,2973
67, HS-grad, Male,2974
51, 12th, Male,2974
21, Assoc-acdm, Male,2974
33, HS-grad, Male,2974
45, Bachelors, Male,2974
27, Bachelors, Female,2975
27, Assoc-acdm, Male,2975
34, HS-grad, Male,2975
56, HS-grad, Male,2975
24, Some-college, Female,2975
24, Some-college, Female,2976
59, Bachelors, Male,2976
33, Some-college, Male,2976
49, HS-grad, Male,2976
41, HS-grad, Male,2976
34, HS-grad, Male,2977
43, 11th, Male,2977
18, 11th, Female,2977
31, HS-grad, Female,2977
30, HS-grad, Male,2977
29, HS-grad, Male,2978
50, HS-grad, Male,2978
24, Some-college, Male,2978
53, 11th, Male,2978
52, HS-grad, Male,2978
42, Bachelors, Male,2979
36, Bachelors, Male,2979
34, HS-grad, Male,2979
38, HS-grad, Male,2979
32, Bachelors, Male,2979
31, HS-grad, Male,2980
34, HS-grad, Male,2980
49, Bachelors, Female,2980
54, HS-grad, Male,2980
58, Bachelors, Male,2980
28, HS-grad, Male,2981
36, HS-grad, Male,2981
26, Assoc-acdm, Female,2981
33, HS-grad, Male,2981
51, HS-grad, Female,2981
53, Assoc-voc, Male,2982
33, Assoc-voc, Male,2982
45, Bachelors, Male,2982
27, 5th-6th, Female,2982
35, HS-grad, Male,2982
47, HS-grad, Female,2983
17, 10th, Male,2983
55, Assoc-voc, Male,2983
28, HS-grad, Male,2983
46, Masters, Female,2983
18, 11th, Male,2984
43, HS-grad, Female,2984
60, HS-grad, Male,2984
55, 10th, Male,2984
52, HS-grad, Female,2984
40, Bachelors, Male,2985
52, HS-grad, Male,2985
27, HS-grad, Female,2985
44, Masters, Female,2985
56, HS-grad, Male,2985
35, Bachelors, Male,2986
35, Some-college, Female,2986
47, HS-grad, Male,2986
42, Assoc-voc, Female,2986
63, 7th-8th, Male,2986
48, Assoc-voc, Male,2987
19, 7th-8th, Female,2987
41, Bachelors, Female,2987
17, 11th, Female,2987
26, Some-college, Male,2987
33, Bachelors, Male,2988
41, HS-grad, Male,2988
20, Some-college, Male,2988
26, Some-college, Male,2988
35, Masters, Male,2988
47, HS-grad, Male,2989
21, 10th, Female,2989
64, HS-grad, Female,2989
32, HS-grad, Male,2989
47, Assoc-voc, Male,2989
22, HS-grad, Male,2990
35, Bachelors, Male,2990
53, 12th, Male,2990
29, HS-grad, Male,2990
23, HS-grad, Male,2990
45, Some-college, Male,2991
20, Some-college, Male,2991
42, Assoc-voc, Male,2991
45, Assoc-voc, Male,2991
77, 5th-6th, Male,2991
32, Prof-school, Female,2992
21, Some-college, Female,2992
32, Prof-school, Male,2992
41, HS-grad, Male,2992
42, HS-grad, Female,2992
23, HS-grad, Female,2993
26, Bachelors, Female,2993
66, HS-grad, Male,2993
41, HS-grad, Male,2993
40, Bachelors, Female,2993
21, Some-college, Male,2994
40, HS-grad, Female,2994
48, HS-grad, Female,2994
62, Bachelors, Male,2994
45, Masters, Male,2994
42, Some-college, Male,2995
20, Some-college, Female,2995
30, HS-grad, Male,2995
59, 9th, Male,2995
22, Assoc-acdm, Female,2995
23, Some-college, Male,2996
55, Some-college, Female,2996
58, HS-grad, Male,2996
67, Bachelors, Male,2996
51, 11th, Male,2996
38, Masters, Female,2997
37, Some-college, Male,2997
34, Assoc-voc, Male,2997
49, Assoc-voc, Female,2997
46, Some-college, Male,2997
29, Some-college, Female,2998
19, HS-grad, Female,2998
38, Prof-school, Male,2998
58, Some-college, Male,2998
43, HS-grad, Male,2998
34, HS-grad, Male,2999
59, HS-grad, Female,2999
33, Some-college, Female,2999
17, Some-college, Female,2999
29, Bachelors, Female,2999
33, Assoc-acdm, Female,3000
45, 11th, Female,3000
68, Some-college, Female,3000
33, Bachelors, Female,3000
49, Prof-school, Male,3000
46, Some-college, Female,3001
54, Bachelors, Male,3001
31, HS-grad, Male,3001
25, Bachelors, Male,3001
39, Bachelors, Female,3001
56, Doctorate, Male,3002
36, 7th-8th, Male,3002
20, Some-college, Female,3002
35, Bachelors, Male,3002
36, Bachelors, Male,3002
27, Some-college, Female,3003
46, HS-grad, Female,3003
34, 12th, Male,3003
29, Bachelors, Male,3003
36, Some-college, Male,3003
49, Assoc-voc, Male,3004
52, 10th, Male,3004
30, Assoc-voc, Male,3004
46, Masters, Male,3004
35, HS-grad, Male,3004
37, HS-grad, Female,3005
38, Prof-school, Male,3005
46, Assoc-voc, Male,3005
42, 9th, Male,3005
48, Bachelors, Female,3005
59, Prof-school, Male,3006
22, Some-college, Female,3006
38, HS-grad, Female,3006
39, HS-grad, Female,3006
41, Some-college, Male,3006
19, 12th, Male,3007
47, HS-grad, Male,3007
47, Some-college, Male,3007
55, HS-grad, Male,3007
37, Masters, Female,3007
29, Assoc-acdm, Male,3008
34, Bachelors, Male,3008
41, HS-grad, Male,3008
34, HS-grad, Male,3008
29, Bachelors, Female,3008
37, Assoc-voc, Male,3009
55, Masters, Male,3009
52, HS-grad, Female,3009
57, 9th, Male,3009
67, Bachelors, Male,3009
20, Some-college, Male,3010
58, Bachelors, Male,3010
62, HS-grad, Female,3010
40, HS-grad, Male,3010
66, 11th, Male,3010
26, Bachelors, Female,3011
42, Some-college, Male,3011
18, HS-grad, Male,3011
34, HS-grad, Female,3011
50, HS-grad, Male,3011
30, HS-grad, Male,3012
42, HS-grad, Female,3012
37, Some-college, Female,3012
47, HS-grad, Male,3012
46, Some-college, Female,3012
30, Masters, Male,3013
52, HS-grad, Male,3013
23, HS-grad, Male,3013
35, Some-college, Male,3013
44, Bachelors, Female,3013
35, Masters, Male,3014
31, Some-college, Male,3014
50, Some-college, Female,3014
29, HS-grad, Male,3014
39, HS-grad, Male,3014
22, Bachelors, Male,3015
33, HS-grad, Male,3015
42, Masters, Male,3015
31, Bachelors, Male,3015
20, Some-college, Female,3015
23, HS-grad, Male,3016
33, HS-grad, Female,3016
48, Some-college, Female,3016
46, 5th-6th, Female,3016
57, Bachelors, Female,3016
44, Masters, Female,3017
20, Some-college, Male,3017
44, Assoc-acdm, Male,3017
51, Bachelors, Male,3017
29, 11th, Male,3017
71, Masters, Male,3018
31, Some-college, Female,3018
37, HS-grad, Male,3018
90, HS-grad, Female,3018
49, Bachelors, Male,3018
46, Masters, Male,3019
53, 7th-8th, Male,3019
17, 12th, Male,3019
43, 1st-4th, Male,3019
35, HS-grad, Female,3019
25, HS-grad, Female,3020
35, Assoc-acdm, Female,3020
58, Some-college, Male,3020
88, Bachelors, Male,3020
51, Bachelors, Male,3020
31, Some-college, Female,3021
40, Prof-school, Male,3021
38, Some-college, Male,3021
44, Assoc-acdm, Male,3021
43, 1st-4th, Female,3021
31, Prof-school, Male,3022
21, Some-college, Female,3022
25, Bachelors, Female,3022
52, Some-college, Male,3022
53, HS-grad, Male,3022
18, Some-college, Male,3023
41, HS-grad, Male,3023
26, HS-grad, Male,3023
29, HS-grad, Female,3023
37, HS-grad, Male,3023
24, Some-college, Female,3024
32, Some-college, Female,3024
35, HS-grad, Male,3024
23, 10th, Female,3024
38, Some-college, Male,3024
27, Bachelors, Female,3025
46, Some-college, Male,3025
22, Some-college, Male,3025
38, Some-college, Male,3025
27, Assoc-voc, Female,3025
45, Bachelors, Male,3026
32, Bachelors, Male,3026
38, HS-grad, Male,3026
21, HS-grad, Male,3026
33, HS-grad, Male,3026
27, HS-grad, Female,3027
19, Some-college, Female,3027
20, HS-grad, Male,3027
37, HS-grad, Male,3027
18, 11th, Male,3027
72, Prof-school, Male,3028
31, Masters, Female,3028
33, HS-grad, Male,3028
47, HS-grad, Male,3028
46, Some-college, Female,3028
42, Bachelors, Male,3029
22, HS-grad, Female,3029
53, Masters, Male,3029
59, HS-grad, Male,3029
36, Assoc-voc, Male,3029
34, Bachelors, Male,3030
61, 12th, Male,3030
40, HS-grad, Female,3030
35, Assoc-acdm, Male,3030
41, HS-grad, Female,3030
23, Bachelors, Female,3031
41, Some-college, Male,3031
26, HS-grad, Male,3031
27, Some-college, Male,3031
41, Bachelors, Male,3031
43, Bachelors, Female,3032
38, Prof-school, Female,3032
47, Bachelors, Male,3032
23, Bachelors, Female,3032
35, Bachelors, Female,3032
42, Assoc-acdm, Male,3033
24, HS-grad, Female,3033
58, Bachelors, Male,3033
22, HS-grad, Male,3033
38, HS-grad, Male,3033
41, 12th, Male,3034
46, HS-grad, Male,3034
22, Bachelors, Female,3034
17, HS-grad, Female,3034
31, HS-grad, Male,3034
73, 10th, Male,3035
27, Bachelors, Male,3035
57, Some-college, Male,3035
54, Bachelors, Male,3035
40, HS-grad, Female,3035
23, Assoc-voc, Male,3036
36, Bachelors, Male,3036
